setting,run,query_time,time_sim,fnA,fnA_prec,fnA_rec,fnB_prec,fnB_rec,fnC_prec,fnC_rec,fnA_tp,fnA_fp,fnA_tn,fnA_fn,fnB_tp,fnB_fp,fnB_tn,fnB_fn,fnC_tp,fnC_fp,fnC_tn,fnC_fn,resp,resp_prec,resp_rec,resp_tp,resp_fp,resp_tn,resp_fn,mal,mal_prec,mal_rec,mal_tp,mal_fp,mal_tn,mal_fn,memb,memb_prec,memb_rec,memb_tp,memb_fp,memb_tn,memb_fn
5,3,0:00:06.781817,1,0,,,,,,,0,0,8,0,0,0,8,0,0,0,8,0,0,,,0,0,13,0,0,,,0,0,7,4,0,,,0,0,165,0
5,3,0:00:07.148828,2,0,,,,,,,0,0,7,1,0,0,7,1,0,0,7,1,0,,,0,0,23,0,0,,,0,0,17,2,0,,,0,0,521,0
5,3,0:00:06.576409,3,0,,,,,,,0,0,4,2,0,0,4,2,0,0,4,2,0,,,0,0,23,0,0,,,0,0,14,2,0,,,0,0,570,0
5,3,0:00:06.728024,4,1,,,,,,,0,1,7,0,0,2,6,0,0,0,8,0,1,,,0,1,32,0,1,,,0,1,16,1,0,,,0,0,1255,0
5,3,0:00:06.868602,5,1,,,,,,,0,1,8,0,0,1,8,0,0,0,9,0,1,,,0,1,28,0,1,,,0,1,14,0,0,,,0,0,1143,0
5,3,0:00:07.343361,6,2,,,,,,,0,2,5,1,0,2,5,1,0,2,5,1,2,,,0,2,26,0,2,,,0,2,7,0,0,,,0,0,820,0
5,3,0:00:07.965693,7,0,,,,,,,0,0,11,0,0,1,10,0,0,0,11,0,0,,,0,0,35,0,0,,,0,0,9,0,0,,,0,0,1287,0
5,3,0:00:08.234969,8,0,,,,,,,0,0,5,0,0,2,3,0,0,0,5,0,0,,,0,0,23,0,0,,,0,0,6,0,0,,,0,0,1224,0
5,3,0:00:07.026205,9,0,,,,,,,0,0,6,1,0,1,5,1,0,0,6,1,0,,,0,0,16,6,0,,,0,0,4,0,0,,,0,0,636,0
5,3,0:00:07.967758,10,0,,,,,,,0,0,8,1,0,1,7,1,0,0,8,1,0,,,0,0,25,0,0,,,0,0,6,0,0,,,0,0,1192,0
5,3,0:00:07.790126,11,0,,,,,,,0,0,4,1,0,1,3,1,0,0,4,1,0,,,0,0,17,0,0,,,0,0,3,0,0,,,0,0,677,0
5,3,0:00:07.778193,12,1,,,,,,,1,0,5,0,1,1,4,0,0,0,5,1,10,,,10,0,14,0,10,,,10,0,2,0,258,,,0,90,738,0
5,3,0:00:09.668137,13,0,,,,,,,0,0,2,1,1,1,1,0,0,0,2,1,0,,,0,0,11,0,0,,,0,0,0,0,0,,,0,0,508,0
5,3,0:00:09.256238,14,0,0.2,0.07142857142857142,0.2222222222222222,0.2857142857142857,0.0,0.0,0,0,3,3,1,1,2,2,0,0,3,3,0,0.7142857142857143,0.38461538461538464,0,0,12,10,0,0.7142857142857143,0.43478260869565216,0,0,1,0,0,0.0,,0,0,563,0
5,4,0:00:07.494947,0,1,,,,,,,0,1,6,1,0,3,4,1,0,1,6,1,1,,,0,1,8,0,1,,,0,1,6,2,0,,,0,0,81,0
5,4,0:00:08.015656,1,1,,,,,,,0,1,15,1,0,2,14,1,0,1,15,1,1,,,0,1,20,0,1,,,0,1,15,5,0,,,0,0,441,0
5,4,0:00:07.461014,2,0,,,,,,,0,0,9,0,0,1,8,0,0,0,9,0,0,,,0,0,18,0,0,,,0,0,11,4,0,,,0,0,319,0
5,4,0:00:08.107312,3,0,,,,,,,0,0,4,0,0,1,3,0,0,0,4,0,0,,,0,0,30,0,0,,,0,0,14,2,0,,,0,0,811,1
5,4,0:00:07.397265,4,0,,,,,,,0,0,5,0,0,0,5,0,0,0,5,0,0,,,0,0,22,0,0,,,0,0,11,0,0,,,0,0,481,0
5,4,0:00:07.359425,5,1,,,,,,,1,0,4,0,1,2,2,0,1,0,4,0,1,,,0,1,33,0,1,,,0,1,13,0,0,,,0,0,1117,0
5,4,0:00:07.414139,6,0,,,,,,,0,0,5,0,0,1,4,0,0,0,5,0,0,,,0,0,27,0,0,,,0,0,11,0,0,,,0,0,817,0
5,4,0:00:08.164138,7,0,,,,,,,0,0,6,2,0,1,5,2,0,0,6,2,0,,,0,0,27,1,0,,,0,0,7,0,0,,,0,0,1045,0
5,4,0:00:08.123243,8,1,,,,,,,0,1,6,1,1,1,6,0,0,1,6,1,1,,,0,1,25,0,1,,,0,1,7,0,0,,,0,0,850,0
5,4,0:00:08.047512,9,0,,,,,,,0,0,7,1,0,3,4,1,0,0,7,1,0,,,0,0,12,5,0,,,0,0,7,0,0,,,0,0,761,0
5,4,0:00:08.261890,10,0,,,,,,,0,0,8,1,0,0,8,1,0,0,8,1,0,,,0,0,24,0,0,,,0,0,4,0,0,,,0,0,746,0
5,4,0:00:07.841011,11,0,,,,,,,0,0,4,1,0,0,4,1,0,0,4,1,0,,,0,0,22,0,0,,,0,0,4,0,0,,,0,0,834,0
5,4,0:00:08.239930,12,3,,,,,,,0,3,2,1,1,1,2,0,0,0,3,1,7,,,0,7,7,5,7,,,5,2,0,0,28,,,0,20,674,0
5,4,0:00:08.212047,13,0,,,,,,,0,0,11,0,0,1,10,0,0,0,11,0,0,,,0,0,31,0,0,,,0,0,3,0,0,,,0,0,1099,0
5,4,0:00:08.793499,14,0,0.14285714285714285,0.08333333333333333,0.14285714285714285,0.25,0.25,0.08333333333333333,0,0,5,2,0,1,4,2,0,0,5,2,0,0.0,0.0,0,0,10,5,0,0.45454545454545453,0.2777777777777778,0,0,0,0,2,0.0,0.0,0,2,552,0
5,5,0:00:06.917496,0,0,,,,,,,0,0,8,0,0,1,7,0,0,0,8,0,0,,,0,0,14,0,0,,,0,0,7,7,0,,,0,0,196,0
5,5,0:00:07.186759,1,1,,,,,,,0,1,7,1,0,5,3,1,0,1,7,1,1,,,0,1,15,0,1,,,0,1,7,3,0,,,0,0,231,0
5,5,0:00:07.154842,2,0,,,,,,,0,0,6,1,0,0,6,1,0,0,6,1,0,,,0,0,20,0,0,,,0,0,11,2,0,,,0,0,357,0
5,5,0:00:06.827734,3,0,,,,,,,0,0,6,1,0,2,4,1,0,0,6,1,0,,,0,0,19,0,0,,,0,0,9,0,0,,,0,0,287,0
5,5,0:00:06.711997,4,1,,,,,,,1,0,7,0,1,3,4,0,1,0,7,0,1,,,0,1,31,0,1,,,0,1,18,0,0,,,0,0,1022,0
5,5,0:00:07.061111,5,3,,,,,,,1,2,6,1,1,2,6,1,1,2,6,1,3,,,0,3,27,0,3,,,0,3,15,1,0,,,0,0,1120,0
5,5,0:00:06.722986,6,0,,,,,,,0,0,9,0,0,1,8,0,0,0,9,0,0,,,0,0,28,0,0,,,0,0,9,0,0,,,0,0,755,0
5,5,0:00:06.653205,7,0,,,,,,,0,0,4,1,0,1,3,1,0,0,4,1,0,,,0,0,25,0,0,,,0,0,9,0,0,,,0,0,831,0
5,5,0:00:06.828738,8,3,,,,,,,0,3,8,2,0,2,7,2,0,0,9,2,3,,,0,3,32,0,3,,,0,3,9,0,0,,,0,0,1225,0
5,5,0:00:06.832738,9,1,,,,,,,0,1,2,1,0,1,2,1,0,1,2,1,1,,,0,1,20,10,1,,,0,1,5,0,0,,,0,0,861,0
5,5,0:00:07.375272,10,0,,,,,,,0,0,8,0,0,1,7,0,0,0,8,0,0,,,0,0,23,0,0,,,0,0,8,0,0,,,0,0,784,0
5,5,0:00:07.557783,11,0,,,,,,,0,0,7,0,0,1,6,0,0,0,7,0,0,,,0,0,26,0,0,,,0,0,6,0,0,,,0,0,884,0
5,5,0:00:07.146852,12,1,,,,,,,0,1,6,3,1,2,5,2,0,1,6,3,1,,,0,1,21,6,0,,,0,0,2,0,0,,,0,0,728,0
5,5,0:00:08.844342,13,2,,,,,,,0,2,9,1,0,2,9,1,0,1,10,1,2,,,0,2,29,0,2,,,0,2,0,0,0,,,0,0,874,0
5,5,0:00:07.659510,14,0,0.16666666666666666,0.13333333333333333,0.10344827586206896,0.2,0.25,0.13333333333333333,0,0,6,1,0,2,4,1,0,0,6,1,0,0.0,0.0,0,0,15,7,0,0.0,0.0,0,0,2,0,0,,,0,0,718,0
5,6,0:00:06.550496,0,0,,,,,,,0,0,9,1,0,1,8,1,0,0,9,1,0,,,0,0,15,0,0,,,0,0,8,7,0,,,0,0,224,1
5,6,0:00:07.382223,1,0,,,,,,,0,0,6,2,1,0,6,1,0,0,6,2,0,,,0,0,14,0,0,,,0,0,7,4,0,,,0,0,187,0
5,6,0:00:06.676099,2,0,,,,,,,0,0,9,0,0,1,8,0,0,0,9,0,0,,,0,0,26,0,0,,,0,0,17,2,0,,,0,0,643,0
5,6,0:00:06.620262,3,0,,,,,,,0,0,8,0,0,2,6,0,0,0,8,0,0,,,0,0,28,0,0,,,0,0,18,0,0,,,0,0,888,0
5,6,0:00:07.411174,4,0,,,,,,,0,0,6,1,1,1,5,0,0,0,6,1,0,,,0,0,21,0,0,,,0,0,9,0,0,,,0,0,485,0
5,6,0:00:06.743931,5,0,,,,,,,0,0,7,1,0,1,6,1,0,0,7,1,0,,,0,0,22,0,0,,,0,0,10,0,0,,,0,0,486,0
5,6,0:00:06.730966,6,1,,,,,,,0,1,3,0,0,2,2,0,0,1,3,0,1,,,0,1,27,0,1,,,1,0,14,0,0,,,0,0,1012,0
5,6,0:00:06.552475,7,0,,,,,,,0,0,5,1,0,0,5,1,0,0,5,1,0,,,0,0,26,0,0,,,0,0,8,0,0,,,0,0,1032,0
5,6,0:00:06.960382,8,0,,,,,,,0,0,7,0,0,0,7,0,0,0,7,0,0,,,0,0,23,0,0,,,0,0,6,0,0,,,0,0,996,0
5,6,0:00:06.888544,9,3,,,,,,,0,3,5,1,0,2,5,1,0,2,5,1,3,,,0,3,22,7,3,,,0,3,11,0,0,,,0,0,1418,0
5,6,0:00:07.217693,10,1,,,,,,,1,0,3,0,1,0,3,0,1,0,3,0,1,,,1,0,18,0,0,,,0,0,3,0,0,,,0,0,473,0
5,6,0:00:07.274541,11,0,,,,,,,0,0,7,1,0,2,5,1,0,0,7,1,0,,,0,0,17,0,0,,,0,0,2,0,0,,,0,0,934,0
5,6,0:00:07.233651,12,1,,,,,,,0,1,1,1,1,1,1,0,0,1,1,1,1,,,0,1,7,6,0,,,0,0,2,0,2,,,0,2,776,0
5,6,0:00:07.285474,13,1,,,,,,,0,1,5,0,0,2,4,0,0,1,5,0,1,,,0,1,17,0,1,,,0,1,0,0,0,,,0,0,696,0
5,6,0:00:07.480989,14,2,0.1111111111111111,0.08333333333333333,0.19047619047619047,0.3333333333333333,0.125,0.08333333333333333,0,2,3,2,0,2,3,2,0,2,3,2,2,0.1111111111111111,0.05,0,2,8,6,1,0.16666666666666666,0.07142857142857142,0,1,2,0,2,0.0,0.0,0,2,582,0
5,7,0:00:07.069090,0,0,,,,,,,0,0,8,0,0,1,7,0,0,0,8,0,0,,,0,0,15,0,0,,,0,0,7,8,0,,,0,0,225,0
5,7,0:00:06.818760,1,0,,,,,,,0,0,5,1,1,0,5,0,0,0,5,1,0,,,0,0,12,1,0,,,0,0,4,4,0,,,0,0,143,1
5,7,0:00:07.090039,2,0,,,,,,,0,0,6,0,0,3,3,0,0,0,6,0,0,,,0,0,23,0,0,,,0,0,16,0,0,,,0,0,496,0
5,7,0:00:06.561448,3,2,,,,,,,0,2,5,1,0,1,4,1,0,0,5,1,2,,,0,2,26,0,2,,,1,1,16,1,0,,,0,0,843,0
5,7,0:00:06.777870,4,3,,,,,,,0,3,8,2,1,6,5,1,0,2,9,2,3,,,0,3,32,1,3,,,0,3,20,0,0,,,0,0,1429,0
5,7,0:00:06.643232,5,0,,,,,,,0,0,5,0,0,1,4,0,0,0,5,0,0,,,0,0,29,0,0,,,0,0,14,0,0,,,0,0,1070,0
5,7,0:00:07.472014,6,0,,,,,,,0,0,6,0,0,1,5,0,0,0,6,0,0,,,0,0,33,0,0,,,0,0,17,0,0,,,0,0,1463,0
5,7,0:00:07.996610,7,1,,,,,,,0,1,5,2,0,1,5,2,0,0,6,2,4,,,0,4,17,1,4,,,4,0,6,0,14,,,0,12,764,0
5,7,0:00:09.573393,8,0,,,,,,,0,0,8,0,0,1,7,0,0,0,8,0,0,,,0,0,18,0,0,,,0,0,6,0,0,,,0,0,806,0
5,7,0:00:10.547755,9,0,,,,,,,0,0,7,1,0,1,6,1,0,0,7,1,0,,,0,0,18,8,0,,,0,0,4,0,0,,,0,0,822,0
5,7,0:00:10.360284,10,1,,,,,,,0,1,4,0,0,2,3,0,0,0,5,0,0,,,0,0,20,0,0,,,0,0,3,0,0,,,0,0,971,0
5,7,0:00:10.481964,11,0,,,,,,,0,0,3,3,2,0,3,1,0,0,3,3,1,,,0,1,15,1,1,,,0,1,1,0,0,,,0,0,731,0
5,7,0:00:11.583977,12,3,,,,,,,1,2,5,0,1,2,5,0,0,2,5,1,2,,,0,2,11,6,0,,,0,0,2,0,0,,,0,0,1150,0
5,7,0:00:13.176719,13,0,,,,,,,0,0,6,0,0,0,6,0,0,0,6,0,6,,,6,0,17,0,6,,,4,2,1,0,0,,,0,0,729,0
5,7,0:00:15.442662,14,1,0.09090909090909091,0.07692307692307693,0.19230769230769232,0.38461538461538464,0.0,0.0,0,1,4,2,0,1,4,2,0,1,4,2,1,0.3157894736842105,0.21428571428571427,0,1,8,4,0,0.5625,0.4090909090909091,0,0,1,0,50,0.0,0.0,0,46,717,0
5,8,0:00:06.643230,0,0,,,,,,,0,0,7,0,0,1,6,0,0,0,7,0,0,,,0,0,11,0,0,,,0,0,5,6,0,,,0,0,120,1
5,8,0:00:07.482935,1,1,,,,,,,0,1,3,3,1,1,3,2,0,1,3,3,1,,,0,1,10,0,1,,,0,1,4,3,0,,,0,0,112,0
5,8,0:00:07.836989,2,0,,,,,,,0,0,4,0,0,1,3,0,0,0,4,0,0,,,0,0,14,0,0,,,0,0,9,1,0,,,0,0,186,0
5,8,0:00:06.876576,3,1,,,,,,,0,1,8,0,0,2,7,0,0,1,8,0,1,,,0,1,21,0,1,,,0,1,13,1,0,,,0,0,573,0
5,8,0:00:06.718003,4,1,,,,,,,0,1,6,1,1,1,6,0,0,1,6,1,1,,,0,1,26,1,1,,,0,1,12,2,0,,,0,0,758,0
5,8,0:00:07.301415,5,1,,,,,,,0,1,4,0,0,2,3,0,0,1,4,0,1,,,0,1,18,0,1,,,0,1,9,0,0,,,0,0,376,0
5,8,0:00:06.705064,6,1,,,,,,,0,1,9,1,0,1,9,1,0,1,9,1,1,,,0,1,37,0,1,,,0,1,23,0,0,,,0,0,1657,0
5,8,0:00:07.486004,7,4,,,,,,,2,2,2,0,2,3,1,0,2,2,2,0,4,,,0,4,24,0,3,,,0,3,9,0,0,,,0,0,1006,0
5,8,0:00:06.292168,8,1,,,,,,,0,1,4,1,0,3,2,1,0,1,4,1,1,,,0,1,25,1,0,,,0,0,10,0,2,,,0,2,1376,0
5,8,0:00:06.366969,9,0,,,,,,,0,0,5,1,0,2,3,1,0,0,5,1,0,,,0,0,15,2,1,,,0,1,6,0,0,,,0,0,802,0
5,8,0:00:06.450745,10,0,,,,,,,0,0,6,0,0,0,6,0,0,0,6,0,0,,,0,0,17,0,0,,,0,0,1,0,0,,,0,0,603,0
5,8,0:00:06.631262,11,0,,,,,,,0,0,5,0,0,0,5,0,0,0,5,0,0,,,0,0,18,0,0,,,0,0,3,0,0,,,0,0,875,0
5,8,0:00:06.777887,12,0,,,,,,,0,0,9,1,1,3,6,0,0,0,9,1,0,,,0,0,20,6,0,,,0,0,3,0,6,,,0,6,937,0
5,8,0:00:06.799811,13,0,,,,,,,0,0,7,0,0,0,7,0,0,0,7,0,0,,,0,0,21,0,0,,,0,0,3,0,0,,,0,0,703,0
5,8,0:00:06.992295,14,1,0.18181818181818182,0.16666666666666666,0.2222222222222222,0.5,0.18181818181818182,0.16666666666666666,0,1,5,2,1,1,5,1,0,1,5,2,1,0.0,0.0,0,1,10,9,0,0.0,0.0,0,0,2,0,0,0.0,0.0,0,0,930,0
5,9,0:00:06.137625,0,0,,,,,,,0,0,3,0,0,1,2,0,0,0,3,0,0,,,0,0,8,0,0,,,0,0,1,7,0,,,0,0,63,1
5,9,0:00:06.576375,1,2,,,,,,,0,2,5,1,0,2,5,1,0,2,5,1,2,,,0,2,11,0,2,,,0,2,4,3,0,,,0,0,152,1
5,9,0:00:06.379896,2,0,,,,,,,0,0,5,1,0,0,5,1,0,0,5,1,0,,,0,0,10,0,0,,,0,0,4,1,0,,,0,0,75,0
5,9,0:00:06.361991,3,2,,,,,,,0,2,5,1,0,3,4,1,0,2,5,1,2,,,0,2,16,0,2,,,0,2,10,1,0,,,0,0,305,0
5,9,0:00:07.186776,4,0,,,,,,,0,0,5,1,0,0,5,1,0,0,5,1,0,,,0,0,31,0,0,,,0,0,19,0,0,,,0,0,969,0
5,9,0:00:06.426779,5,0,,,,,,,0,0,5,0,0,0,5,0,0,0,5,0,0,,,0,0,20,0,0,,,0,0,11,0,0,,,0,0,367,0
5,9,0:00:06.350014,6,1,,,,,,,0,1,2,0,0,1,2,0,0,1,2,0,1,,,0,1,25,0,1,,,0,1,16,1,0,,,0,0,1042,0
5,9,0:00:06.701075,7,2,,,,,,,2,0,7,0,2,2,5,0,2,0,7,0,3,,,2,1,29,0,3,,,2,1,18,0,2,,,2,0,1766,0
5,9,0:00:06.684087,8,1,,,,,,,0,1,8,1,0,2,7,1,0,1,8,1,1,,,0,1,23,0,0,,,0,0,6,0,0,,,0,0,830,0
5,9,0:00:06.813774,9,0,,,,,,,0,0,7,1,0,0,7,1,0,0,7,1,0,,,0,0,21,8,0,,,0,0,9,0,2,,,0,2,1469,0
5,9,0:00:07.109982,10,0,,,,,,,0,0,7,2,2,3,4,0,0,0,7,2,0,,,0,0,22,1,0,,,0,0,7,0,4,,,0,4,899,0
5,9,0:00:07.543821,11,1,,,,,,,1,0,9,0,0,3,6,0,0,0,9,0,0,,,0,0,25,0,0,,,0,0,2,0,0,,,0,0,1454,0
5,9,0:00:07.716360,12,0,,,,,,,0,0,7,1,1,0,7,0,0,0,7,1,1,,,1,0,14,5,0,,,0,0,2,0,0,,,0,0,738,0
5,9,0:00:08.046476,13,0,,,,,,,0,0,7,1,0,1,6,1,0,0,7,1,0,,,0,0,19,0,0,,,0,0,4,0,14,,,0,14,890,0
5,9,0:00:08.407476,14,0,0.3333333333333333,0.2,0.21739130434782608,0.35714285714285715,0.25,0.14285714285714285,0,0,7,2,0,0,7,2,0,0,7,2,0,0.3,0.13043478260869565,0,0,13,6,0,0.25,0.13333333333333333,0,0,2,0,0,0.09090909090909091,0.5,0,0,614,0
5,10,0:00:06.748948,0,2,,,,,,,1,1,11,0,1,2,10,0,1,1,11,0,2,,,0,2,14,0,2,,,0,2,9,5,0,,,0,0,255,1
5,10,0:00:07.067055,1,2,,,,,,,0,2,4,0,0,3,3,0,0,2,4,0,2,,,0,2,7,0,2,,,0,2,2,1,0,,,0,0,65,0
5,10,0:00:06.520564,2,1,,,,,,,1,0,10,0,1,2,8,0,1,0,10,0,1,,,0,1,24,0,1,,,0,1,17,2,0,,,0,0,602,0
5,10,0:00:06.396834,3,1,,,,,,,0,1,2,0,0,1,2,0,0,1,2,0,1,,,0,1,16,0,1,,,0,1,9,1,0,,,0,0,341,0
5,10,0:00:07.386218,4,1,,,,,,,0,1,3,2,0,1,3,2,0,1,3,2,1,,,0,1,19,1,1,,,0,1,6,2,0,,,0,0,456,3
5,10,0:00:06.390905,5,1,,,,,,,0,1,5,1,0,0,5,1,0,0,5,1,1,,,0,1,27,2,1,,,0,1,17,1,0,,,0,0,1182,0
5,10,0:00:06.459673,6,1,,,,,,,1,0,6,1,2,2,4,0,1,0,6,1,1,,,0,1,27,1,0,,,0,0,11,1,0,,,0,0,1018,0
5,10,0:00:06.756932,7,0,,,,,,,0,0,8,1,0,2,6,1,0,0,8,1,0,,,0,0,30,0,0,,,0,0,11,0,0,,,0,0,1065,0
5,10,0:00:06.447749,8,0,,,,,,,0,0,11,1,0,2,9,1,0,0,11,1,0,,,0,0,29,0,0,,,0,0,7,0,0,,,0,0,1403,0
5,10,0:00:06.271225,9,0,,,,,,,0,0,4,1,0,1,3,1,0,0,4,1,0,,,0,0,14,9,0,,,0,0,3,0,0,,,0,0,813,0
5,10,0:00:06.278173,10,0,,,,,,,0,0,8,1,0,3,5,1,0,0,8,1,0,,,0,0,23,0,0,,,0,0,5,0,0,,,0,0,823,0
5,10,0:00:07.070090,11,3,,,,,,,0,3,8,0,0,3,6,0,0,0,9,0,3,,,0,3,26,0,3,,,0,3,7,0,2,,,0,2,1065,0
5,10,0:00:06.942427,12,0,,,,,,,0,0,5,2,1,0,5,1,0,0,5,2,0,,,0,0,16,4,0,,,0,0,3,0,0,,,0,0,1069,0
5,10,0:00:07.491961,13,0,,,,,,,0,0,7,1,0,3,4,1,0,0,7,1,0,,,0,0,25,0,0,,,0,0,2,0,2,,,0,2,1106,0
5,10,0:00:07.086045,14,1,0.3076923076923077,0.2222222222222222,0.1935483870967742,0.3333333333333333,0.4444444444444444,0.2222222222222222,1,0,6,3,1,0,6,3,1,0,6,3,1,0.0,0.0,0,1,11,5,0,0.0,0.0,0,0,2,0,0,0.0,0.0,0,0,570,0
6,1,0:00:06.119630,0,0,,,,,,,0,0,6,0,0,1,5,0,0,0,6,0,0,,,0,0,16,0,0,,,0,0,4,12,0,,,0,0,255,1
6,1,0:00:06.199416,1,0,,,,,,,0,0,3,1,0,0,3,1,0,0,3,1,0,,,0,0,18,0,0,,,0,0,3,7,0,,,0,0,260,0
6,1,0:00:06.317102,2,0,,,,,,,0,0,6,1,0,0,6,1,0,0,6,1,0,,,0,0,25,0,0,,,0,0,9,4,0,,,0,0,501,0
6,1,0:00:06.455732,3,0,,,,,,,0,0,3,0,0,1,2,0,0,0,3,0,0,,,0,0,33,0,0,,,0,0,16,3,0,,,0,0,921,0
6,1,0:00:06.273217,4,0,,,,,,,0,0,3,1,1,1,2,0,0,0,3,1,0,,,0,0,36,0,0,,,0,0,16,1,0,,,0,0,1107,0
6,1,0:00:06.355009,5,0,,,,,,,0,0,3,1,0,0,3,1,0,0,3,1,0,,,0,0,22,1,0,,,0,0,7,0,0,,,0,0,533,0
6,1,0:00:06.187450,6,1,,,,,,,0,1,5,1,0,0,5,1,0,0,5,1,1,,,0,1,41,0,1,,,0,1,13,0,0,,,0,0,1589,0
6,1,0:00:06.238313,7,0,,,,,,,0,0,2,0,0,1,1,0,0,0,2,0,0,,,0,0,27,0,0,,,0,0,10,0,0,,,0,0,964,0
6,1,0:00:06.272222,8,0,,,,,,,0,0,8,1,1,1,7,0,0,0,8,1,0,,,0,0,31,0,0,,,0,0,6,0,0,,,0,0,916,0
6,1,0:00:06.642242,9,0,,,,,,,0,0,3,1,0,1,2,1,0,0,3,1,0,,,0,0,21,9,0,,,0,0,8,0,0,,,0,0,1322,0
6,1,0:00:06.389946,10,1,,,,,,,1,0,8,0,1,0,8,0,1,0,8,0,1,,,0,1,22,0,1,,,0,1,4,0,0,,,0,0,678,0
6,1,0:00:06.338121,11,0,,,,,,,0,0,3,0,0,1,2,0,0,0,3,0,0,,,0,0,24,0,0,,,0,0,4,0,0,,,0,0,780,0
6,1,0:00:06.367946,12,1,,,,,,,0,1,3,2,1,1,3,1,0,1,3,2,1,,,0,1,10,8,1,,,0,1,0,0,0,,,0,0,650,0
6,1,0:00:06.717046,13,4,,,,,,,1,3,6,1,1,3,6,1,0,3,6,2,4,,,0,4,26,0,3,,,0,3,2,0,0,,,0,0,812,0
6,1,0:00:06.461714,14,0,0.2857142857142857,0.14285714285714285,0.2777777777777778,0.35714285714285715,0.2,0.07142857142857142,0,0,4,2,0,2,2,2,0,0,4,2,0,0.0,0.0,0,0,13,13,0,0.0,0.0,0,0,2,0,0,,0.0,0,0,936,0
6,2,0:00:06.068795,0,0,,,,,,,0,0,4,0,0,0,4,0,0,0,4,0,0,,,0,0,12,0,0,,,0,0,3,9,0,,,0,0,144,0
6,2,0:00:06.342002,1,0,,,,,,,0,0,4,2,1,0,4,1,0,0,4,2,0,,,0,0,19,1,0,,,0,0,3,11,0,,,0,0,360,4
6,2,0:00:06.386916,2,0,,,,,,,0,0,4,1,0,0,4,1,0,0,4,1,0,,,0,0,22,0,0,,,0,0,12,2,0,,,0,0,426,0
6,2,0:00:07.092035,3,0,,,,,,,0,0,4,0,0,0,4,0,0,0,4,0,0,,,0,0,32,0,0,,,0,0,16,3,0,,,0,0,911,0
6,2,0:00:06.284182,4,1,,,,,,,0,1,7,1,0,2,6,1,0,1,7,1,1,,,0,1,28,0,1,,,0,1,15,2,0,,,0,0,906,0
6,2,0:00:06.304138,5,0,,,,,,,0,0,6,0,0,1,5,0,0,0,6,0,0,,,0,0,32,0,0,,,0,0,14,0,0,,,0,0,918,0
6,2,0:00:06.208339,6,0,,,,,,,0,0,8,0,0,3,5,0,0,0,8,0,0,,,0,0,32,0,0,,,0,0,10,0,0,,,0,0,1324,0
6,2,0:00:07.041149,7,0,,,,,,,0,0,3,0,0,1,2,0,0,0,3,0,0,,,0,0,38,0,0,,,0,0,9,0,0,,,0,0,1423,0
6,2,0:00:06.342036,8,1,,,,,,,0,1,6,0,0,4,3,0,0,1,6,0,1,,,0,1,35,0,1,,,0,1,10,0,0,,,0,0,1153,0
6,2,0:00:06.327055,9,1,,,,,,,0,1,4,1,0,1,4,1,0,1,4,1,1,,,0,1,19,13,1,,,0,1,6,0,0,,,0,0,1160,0
6,2,0:00:06.481694,10,2,,,,,,,1,1,2,1,1,1,2,1,1,1,2,1,2,,,1,1,20,1,2,,,1,1,2,0,0,,,0,0,726,0
6,2,0:00:06.436794,11,1,,,,,,,1,0,6,3,1,0,6,3,1,0,6,3,1,,,0,1,26,1,1,,,0,1,2,0,0,,,0,0,566,0
6,2,0:00:06.748948,12,2,,,,,,,0,2,4,3,1,3,3,2,0,2,4,3,2,,,0,2,10,16,2,,,0,2,0,0,0,,,0,0,932,0
6,2,0:00:08.223970,13,1,,,,,,,0,1,7,0,0,1,7,0,0,0,8,0,1,,,0,1,17,0,1,,,0,1,0,0,2,,,0,2,644,0
6,2,0:00:10.512952,14,1,0.2,0.13333333333333333,0.17391304347826086,0.26666666666666666,0.25,0.13333333333333333,0,1,1,1,0,2,0,1,0,0,2,1,0,0.1111111111111111,0.023255813953488372,0,0,6,10,0,0.1111111111111111,0.03571428571428571,0,0,1,0,0,0.0,0.0,0,0,485,0
6,3,0:00:07.176819,0,2,,,,,,,0,2,4,0,0,2,4,0,0,2,4,0,3,,,0,3,13,0,3,,,2,1,3,10,2,,,2,0,252,2
6,3,0:00:06.550478,1,1,,,,,,,0,1,4,1,0,1,4,1,0,1,4,1,1,,,0,1,17,0,0,,,0,0,4,8,0,,,0,0,273,15
6,3,0:00:06.424774,2,0,,,,,,,0,0,8,0,0,1,7,0,0,0,8,0,0,,,0,0,31,0,1,,,0,1,15,4,0,,,0,0,874,3
6,3,0:00:06.555465,3,0,,,,,,,0,0,4,0,0,1,3,0,0,0,4,0,0,,,0,0,29,0,0,,,0,0,11,3,0,,,0,0,670,0
6,3,0:00:06.721024,4,0,,,,,,,0,0,3,0,0,0,3,0,0,0,3,0,0,,,0,0,35,0,0,,,0,0,13,0,0,,,0,0,953,4
6,3,0:00:07.005262,5,3,,,,,,,0,3,12,3,0,5,10,3,0,1,14,3,1,,,0,1,41,0,0,,,0,0,15,0,0,,,0,0,1789,6
6,3,0:00:07.269524,6,0,,,,,,,0,0,8,1,0,0,8,1,0,0,8,1,2,,,0,2,36,0,2,,,0,2,12,0,0,,,0,0,1306,0
6,3,0:00:08.356646,7,0,,,,,,,0,0,4,1,0,1,3,1,0,0,4,1,0,,,0,0,33,2,0,,,0,0,11,0,2,,,0,2,1051,0
