setting,run,query_time,time_sim,fnA,fnA_prec,fnA_rec,fnB_prec,fnB_rec,fnC_prec,fnC_rec,fnA_tp,fnA_fp,fnA_tn,fnA_fn,fnB_tp,fnB_fp,fnB_tn,fnB_fn,fnC_tp,fnC_fp,fnC_tn,fnC_fn,resp,resp_prec,resp_rec,resp_tp,resp_fp,resp_tn,resp_fn,mal,mal_prec,mal_rec,mal_tp,mal_fp,mal_tn,mal_fn,memb,memb_prec,memb_rec,memb_tp,memb_fp,memb_tn,memb_fn
13,10,0:00:08.323781,0,0,,,,,,,0,0,14,0,0,2,12,0,0,0,14,0,0,,,0,0,17,0,0,,,0,0,13,4,0,,,0,0,289,0
13,10,0:00:07.093440,1,0,,,,,,,0,0,5,1,0,0,5,1,0,0,5,1,0,,,0,0,11,0,0,,,0,0,4,5,0,,,0,0,116,1
13,10,0:00:08.773516,2,0,,,,,,,0,0,10,1,0,2,8,1,0,0,10,1,0,,,0,0,23,0,0,,,0,0,13,0,0,,,0,0,459,0
13,10,0:00:07.661506,3,0,,,,,,,0,0,3,0,0,1,2,0,0,0,3,0,0,,,0,0,26,0,0,,,0,0,15,3,0,,,0,0,722,0
13,10,0:00:06.976338,4,0,,,,,,,0,0,9,2,0,1,8,2,0,0,9,2,0,,,0,0,29,0,0,,,0,0,17,0,0,,,0,0,979,0
13,10,0:00:07.749247,5,0,,,,,,,0,0,8,1,0,1,7,1,0,0,8,1,0,,,0,0,25,1,0,,,0,0,10,0,0,,,0,0,566,0
13,10,0:00:08.077394,6,0,,,,,,,0,0,5,0,0,0,5,0,0,0,5,0,0,,,0,0,30,0,0,,,0,0,14,1,0,,,0,0,919,0
13,10,0:00:07.924802,7,0,,,,,,,0,0,8,0,0,4,4,0,0,0,8,0,0,,,0,0,26,0,0,,,0,0,8,0,0,,,0,0,932,0
13,10,0:00:06.696086,8,0,,,,,,,0,0,8,0,0,1,7,0,0,0,8,0,0,,,0,0,26,0,0,,,0,0,3,0,0,,,0,0,735,0
13,10,0:00:06.712046,9,2,,,,,,,1,1,11,2,1,4,8,2,1,1,11,2,2,,,0,2,19,10,2,,,0,2,4,0,0,,,0,0,1166,0
13,10,0:00:06.817763,10,0,,,,,,,0,0,6,1,0,0,6,1,0,0,6,1,0,,,0,0,25,1,0,,,0,0,4,0,0,,,0,0,886,0
13,10,0:00:07.767194,11,0,,,,,,,0,0,6,1,0,0,6,1,0,0,6,1,0,,,0,0,25,0,0,,,0,0,5,0,0,,,0,0,893,0
13,10,0:00:06.615305,12,0,,,,,,,0,0,8,1,1,2,6,0,0,0,8,1,0,,,0,0,19,9,0,,,0,0,1,0,0,,,0,0,893,0
13,10,0:00:06.507594,13,0,,,,,,,0,0,12,1,0,2,10,1,0,0,12,1,0,,,0,0,33,0,0,,,0,0,3,0,0,,,0,0,963,0
13,10,0:00:06.611284,14,0,0.5,0.07142857142857142,0.09090909090909091,0.14285714285714285,0.5,0.07142857142857142,0,0,5,2,0,0,5,2,0,0,5,2,0,0.0,0.0,0,0,18,7,0,0.0,0.0,0,0,3,0,0,,0.0,0,0,973,0
14,1,0:00:06.745972,0,0,,,,,,,0,0,5,0,0,2,3,0,0,0,5,0,0,,,0,0,15,0,0,,,0,0,4,11,0,,,0,0,225,0
14,1,0:00:06.803770,1,0,,,,,,,0,0,6,0,0,0,6,0,0,0,6,0,0,,,0,0,19,0,0,,,0,0,5,8,0,,,0,0,325,0
14,1,0:00:06.838707,2,0,,,,,,,0,0,3,0,0,0,3,0,0,0,3,0,0,,,0,0,23,0,0,,,0,0,7,2,0,,,0,0,373,0
14,1,0:00:07.328396,3,0,,,,,,,0,0,6,0,0,1,5,0,0,0,6,0,0,,,0,0,32,0,0,,,0,0,15,2,0,,,0,0,835,0
14,1,0:00:07.765228,4,0,,,,,,,0,0,6,0,0,0,6,0,0,0,6,0,0,,,0,0,28,0,0,,,0,0,12,0,0,,,0,0,902,0
14,1,0:00:08.864260,5,1,,,,,,,1,0,5,0,1,0,5,0,1,0,5,0,1,,,0,1,34,0,1,,,0,1,16,1,0,,,0,0,1369,0
14,1,0:00:08.569077,6,0,,,,,,,0,0,3,1,0,1,2,1,0,0,3,1,0,,,0,0,33,0,0,,,0,0,12,1,0,,,0,0,1435,0
14,1,0:00:08.415442,7,0,,,,,,,0,0,3,2,0,1,2,2,0,0,3,2,0,,,0,0,30,0,0,,,0,0,9,2,0,,,0,0,1187,0
14,1,0:00:08.339643,8,0,,,,,,,0,0,9,0,0,1,8,0,0,0,9,0,0,,,0,0,28,0,0,,,0,0,9,0,0,,,0,0,1069,0
14,1,0:00:08.002593,9,1,,,,,,,0,1,0,3,0,1,0,3,0,1,0,3,1,,,0,1,9,9,0,,,0,0,3,0,0,,,0,0,501,0
14,1,0:00:07.211692,10,0,,,,,,,0,0,5,0,0,0,5,0,0,0,5,0,0,,,0,0,23,0,0,,,0,0,4,0,0,,,0,0,972,0
14,1,0:00:09.132537,11,1,,,,,,,0,1,4,0,0,3,2,0,0,1,4,0,1,,,0,1,27,0,1,,,0,1,4,0,0,,,0,0,1239,0
14,1,0:00:08.422548,12,0,,,,,,,0,0,5,1,1,0,5,0,0,0,5,1,0,,,0,0,8,16,0,,,0,0,2,0,0,,,0,0,572,0
14,1,0:00:08.479289,13,0,,,,,,,0,0,7,0,0,0,7,0,0,0,7,0,0,,,0,0,30,0,0,,,0,0,1,0,0,,,0,0,1071,0
14,1,0:00:07.830066,14,0,0.3333333333333333,0.1111111111111111,0.14285714285714285,0.2222222222222222,0.3333333333333333,0.1111111111111111,0,0,8,1,0,2,6,1,0,0,8,1,0,0.0,0.0,0,0,10,17,0,0.0,0.0,0,0,1,0,0,,,0,0,623,0
14,2,0:00:07.705398,0,0,,,,,,,0,0,6,0,0,0,6,0,0,0,6,0,0,,,0,0,16,0,0,,,0,0,4,12,0,,,0,0,255,1
14,2,0:00:07.501962,1,0,,,,,,,0,0,11,2,1,2,9,1,0,0,11,2,0,,,0,0,24,0,0,,,0,0,11,7,0,,,0,0,537,3
14,2,0:00:07.579708,2,1,,,,,,,0,1,4,1,0,1,4,1,0,1,4,1,1,,,0,1,33,1,1,,,0,1,13,6,0,,,0,0,1050,0
14,2,0:00:06.831689,3,0,,,,,,,0,0,5,2,0,0,5,2,0,0,5,2,0,,,0,0,26,0,0,,,0,0,10,1,0,,,0,0,641,0
14,2,0:00:06.685115,4,1,,,,,,,1,0,8,0,1,1,7,0,1,0,8,0,1,,,1,0,32,0,1,,,1,0,15,0,0,,,0,0,1091,0
14,2,0:00:06.569436,5,0,,,,,,,0,0,6,2,0,1,5,2,0,0,6,2,0,,,0,0,34,0,0,,,0,0,14,0,0,,,0,0,1206,0
14,2,0:00:07.703360,6,0,,,,,,,0,0,8,0,0,2,6,0,0,0,8,0,0,,,0,0,29,0,0,,,0,0,9,1,0,,,0,0,842,0
14,2,0:00:07.069090,7,1,,,,,,,0,1,8,0,0,4,5,0,0,1,8,0,1,,,0,1,34,0,1,,,0,1,5,0,0,,,0,0,1061,0
14,2,0:00:06.976344,8,0,,,,,,,0,0,6,1,0,1,5,1,0,0,6,1,0,,,0,0,28,1,0,,,0,0,4,0,0,,,0,0,866,0
14,2,0:00:06.849677,9,0,,,,,,,0,0,3,1,0,1,2,1,0,0,3,1,0,,,0,0,14,14,0,,,0,0,5,0,0,,,0,0,997,0
14,2,0:00:07.080073,10,0,,,,,,,0,0,7,1,0,1,6,1,0,0,7,1,0,,,0,0,28,1,0,,,0,0,4,0,0,,,0,0,1284,0
14,2,0:00:06.884585,11,1,,,,,,,0,1,7,1,0,3,5,1,0,1,7,1,1,,,0,1,31,0,1,,,0,1,7,0,0,,,0,0,1205,0
14,2,0:00:07.012242,12,1,,,,,,,0,1,5,1,1,4,2,0,0,1,5,1,1,,,0,1,15,16,1,,,0,1,2,0,0,,,0,0,742,0
14,2,0:00:06.914510,13,0,,,,,,,0,0,2,0,0,0,2,0,0,0,2,0,0,,,0,0,16,0,0,,,0,0,2,0,0,,,0,0,402,0
14,2,0:00:06.775878,14,0,0.2,0.06666666666666667,0.125,0.2,0.2,0.06666666666666667,0,0,3,2,0,0,3,2,0,0,3,2,0,0.2,0.020833333333333332,0,0,8,14,0,0.2,0.03571428571428571,0,0,1,0,0,,0.0,0,0,927,0
14,3,0:00:06.610318,0,1,,,,,,,0,1,8,0,0,4,5,0,0,1,8,0,1,,,0,1,18,0,1,,,0,1,6,12,0,,,0,0,357,4
14,3,0:00:06.933504,1,1,,,,,,,0,1,4,0,0,2,3,0,0,1,4,0,1,,,0,1,17,0,1,,,1,0,4,8,0,,,0,0,288,0
14,3,0:00:06.935413,2,0,,,,,,,0,0,3,1,0,0,3,1,0,0,3,1,0,,,0,0,28,1,0,,,0,0,17,2,0,,,0,0,773,0
14,3,0:00:06.781860,3,0,,,,,,,0,0,4,2,2,0,4,0,0,0,4,2,0,,,0,0,24,1,0,,,0,0,7,3,0,,,0,0,583,1
14,3,0:00:06.638209,4,0,,,,,,,0,0,11,2,0,2,9,2,0,0,11,2,0,,,0,0,45,2,0,,,0,0,24,1,0,,,0,0,2301,2
14,3,0:00:06.902520,5,0,,,,,,,0,0,6,0,0,0,6,0,0,0,6,0,0,,,0,0,40,0,0,,,0,0,12,0,0,,,0,0,1644,0
14,3,0:00:06.995286,6,0,,,,,,,0,0,5,1,0,0,5,1,0,0,5,1,0,,,0,0,46,1,0,,,0,0,15,0,0,,,0,0,2205,0
14,3,0:00:06.679088,7,0,,,,,,,0,0,4,0,0,1,3,0,0,0,4,0,0,,,0,0,26,0,0,,,0,0,6,1,0,,,0,0,1077,0
14,3,0:00:06.706032,8,1,,,,,,,0,1,7,1,0,1,7,1,0,1,7,1,1,,,0,1,28,0,1,,,0,1,6,0,0,,,0,0,1060,0
14,3,0:00:06.806793,9,1,,,,,,,0,1,8,2,0,2,7,2,0,1,8,2,1,,,0,1,15,11,1,,,0,1,3,0,0,,,0,0,737,0
14,3,0:00:08.450415,10,1,,,,,,,0,1,7,1,0,1,7,1,0,1,7,1,1,,,0,1,26,0,1,,,1,0,3,0,2,,,2,0,747,0
14,3,0:00:09.211361,11,0,,,,,,,0,0,6,1,1,1,5,0,0,0,6,1,0,,,0,0,23,1,0,,,0,0,1,0,0,,,0,0,839,0
14,3,0:00:09.152487,12,0,,,,,,,0,0,2,3,1,0,2,2,0,0,2,3,0,,,0,0,9,17,0,,,0,0,1,0,0,,,0,0,521,0
14,3,0:00:09.147620,13,0,,,,,,,0,0,7,1,0,2,5,1,0,0,7,1,0,,,0,0,20,2,0,,,0,0,0,0,0,,,0,0,450,0
14,3,0:00:09.387887,14,1,0.0,0.0,0.19047619047619047,0.25,0.0,0.0,0,1,3,1,0,1,3,1,0,1,3,1,1,0.0,0.0,0,1,3,12,0,0.4,0.06896551724137931,0,0,0,0,0,1.0,0.2222222222222222,0,0,346,0
14,4,0:00:06.949415,0,0,,,,,,,0,0,6,1,0,1,5,1,0,0,6,1,0,,,0,0,19,1,0,,,0,0,5,15,0,,,0,0,399,1
14,4,0:00:07.626602,1,1,,,,,,,0,1,9,0,0,5,5,0,0,1,9,0,1,,,0,1,23,0,1,,,0,1,8,6,0,,,0,0,495,0
14,4,0:00:08.605947,2,0,,,,,,,0,0,3,2,0,1,2,2,0,0,3,2,0,,,0,0,30,1,0,,,0,0,13,4,0,,,0,0,813,0
14,4,0:00:07.797111,3,1,,,,,,,1,0,6,0,1,0,6,0,1,0,6,0,1,,,0,1,26,0,1,,,0,1,10,1,0,,,0,0,714,0
14,4,0:00:07.374399,4,0,,,,,,,0,0,3,1,0,1,2,1,0,0,3,1,0,,,0,0,24,0,0,,,0,0,9,0,0,,,0,0,477,0
14,4,0:00:07.332354,5,0,,,,,,,0,0,8,0,0,2,6,0,0,0,8,0,0,,,0,0,29,0,0,,,0,0,10,1,0,,,0,0,725,0
14,4,0:00:07.454021,6,0,,,,,,,0,0,4,1,0,1,3,1,0,0,4,1,0,,,0,0,30,0,0,,,0,0,10,0,0,,,0,0,1140,0
14,4,0:00:07.597705,7,1,,,,,,,0,1,4,0,0,3,2,0,0,1,4,0,1,,,0,1,20,0,1,,,0,1,6,0,0,,,0,0,574,0
14,4,0:00:07.391303,8,0,,,,,,,0,0,2,0,0,0,2,0,0,0,2,0,0,,,0,0,26,0,0,,,0,0,7,0,0,,,0,0,1007,0
14,4,0:00:07.623612,9,0,,,,,,,0,0,2,2,1,0,2,1,0,0,2,2,0,,,0,0,21,11,0,,,0,0,11,0,0,,,0,0,1259,0
14,4,0:00:07.882914,10,0,,,,,,,0,0,5,0,0,1,4,0,0,0,5,0,0,,,0,0,30,0,0,,,0,0,2,0,0,,,0,0,880,0
14,4,0:00:10.044132,11,1,,,,,,,0,1,5,0,0,1,5,0,0,1,5,0,1,,,0,1,25,0,1,,,0,1,4,0,2,,,0,2,1094,0
14,4,0:00:09.848630,12,0,,,,,,,0,0,4,3,1,0,4,2,0,0,4,3,0,,,0,0,13,9,0,,,0,0,1,0,0,,,0,0,1013,0
14,4,0:00:09.528523,13,0,,,,,,,0,0,7,0,0,1,6,0,0,0,7,0,0,,,0,0,20,0,0,,,0,0,0,0,4,,,0,4,348,0
14,4,0:00:10.024186,14,0,0.25,0.07692307692307693,0.18181818181818182,0.3076923076923077,0.25,0.07692307692307693,0,0,4,2,1,1,3,1,0,0,4,2,0,0.0,0.0,0,0,8,18,0,0.0,0.0,0,0,1,0,0,0.0,0.0,0,0,415,0
14,5,0:00:06.566436,0,0,,,,,,,0,0,7,1,1,0,7,0,0,0,7,1,0,,,0,0,21,0,0,,,0,0,7,14,0,,,0,0,441,0
14,5,0:00:07.248581,1,0,,,,,,,0,0,7,0,0,3,4,0,0,0,7,0,0,,,0,0,13,0,0,,,0,0,5,4,0,,,0,0,152,1
14,5,0:00:06.727971,2,1,,,,,,,0,1,9,1,0,2,8,1,0,1,9,1,1,,,0,1,32,0,1,,,0,1,17,7,0,,,0,0,1041,0
14,5,0:00:06.719126,3,0,,,,,,,0,0,4,0,0,0,4,0,0,0,4,0,0,,,0,0,24,0,0,,,0,0,8,0,0,,,0,0,478,0
14,5,0:00:07.824049,4,0,,,,,,,0,0,5,0,0,0,5,0,0,0,5,0,0,,,0,0,31,0,0,,,0,0,14,1,0,,,0,0,935,0
14,5,0:00:07.299487,5,2,,,,,,,2,0,3,0,2,1,2,0,2,0,3,0,2,,,1,1,26,0,2,,,1,1,8,1,0,,,0,0,859,0
14,5,0:00:07.061173,6,0,,,,,,,0,0,1,1,0,0,1,1,0,0,1,1,0,,,0,0,36,0,0,,,0,0,11,0,0,,,0,0,1271,0
14,5,0:00:07.126917,7,0,,,,,,,0,0,6,1,1,1,5,0,0,0,6,1,0,,,0,0,32,0,0,,,0,0,5,0,0,,,0,0,1185,0
14,5,0:00:07.372233,8,0,,,,,,,0,0,2,2,0,0,2,2,0,0,2,2,0,,,0,0,29,1,0,,,0,0,13,0,0,,,0,0,1153,0
14,5,0:00:07.733265,9,0,,,,,,,0,0,4,2,0,0,4,2,0,0,4,2,0,,,0,0,15,12,0,,,0,0,4,0,0,,,0,0,868,0
14,5,0:00:07.321426,10,0,,,,,,,0,0,4,0,0,2,2,0,0,0,4,0,0,,,0,0,20,0,0,,,0,0,3,0,0,,,0,0,581,0
14,5,0:00:07.769218,11,1,,,,,,,1,0,8,0,1,2,6,0,1,0,8,0,1,,,0,1,27,0,1,,,0,1,3,0,0,,,0,0,863,0
14,5,0:00:09.785831,12,2,,,,,,,1,1,6,1,2,3,4,0,1,1,6,1,2,,,0,2,14,11,2,,,0,2,3,0,2,,,0,2,751,0
14,5,0:00:10.423119,13,0,,,,,,,0,0,4,0,0,0,4,0,0,0,4,0,0,,,0,0,23,0,0,,,0,0,1,0,0,,,0,0,609,0
14,5,0:00:07.890891,14,0,0.6666666666666666,0.2857142857142857,0.3333333333333333,0.5,0.6666666666666666,0.2857142857142857,0,0,4,1,0,0,4,1,0,0,4,1,0,0.16666666666666666,0.02857142857142857,0,0,12,10,0,0.16666666666666666,0.03571428571428571,0,0,2,0,0,0.0,0.0,0,0,596,0
14,6,0:00:06.182463,0,2,,,,,,,1,1,7,2,1,1,7,2,1,1,7,2,2,,,0,2,19,0,2,,,0,2,7,12,0,,,0,0,440,1
14,6,0:00:06.172489,1,0,,,,,,,0,0,10,0,0,0,10,0,0,0,10,0,0,,,0,0,21,0,0,,,0,0,7,6,0,,,0,0,377,0
14,6,0:00:06.783856,2,0,,,,,,,0,0,2,0,0,0,2,0,0,0,2,0,0,,,0,0,26,0,0,,,0,0,10,4,0,,,0,0,568,0
14,6,0:00:06.682121,3,0,,,,,,,0,0,5,0,0,1,4,0,0,0,5,0,0,,,0,0,29,0,0,,,0,0,9,3,0,,,0,0,707,1
14,6,0:00:06.227342,4,1,,,,,,,0,1,7,0,0,3,5,0,0,1,7,0,1,,,0,1,35,0,1,,,0,1,18,0,0,,,0,0,1121,0
14,6,0:00:06.226344,5,0,,,,,,,0,0,5,1,0,0,5,1,0,0,5,1,0,,,0,0,30,0,0,,,0,0,11,0,0,,,0,0,989,0
14,6,0:00:06.909515,6,0,,,,,,,0,0,3,1,1,0,3,0,0,0,3,1,0,,,0,0,36,0,0,,,0,0,7,2,0,,,0,0,1313,0
14,6,0:00:07.854990,7,0,,,,,,,0,0,4,0,0,1,3,0,0,0,4,0,0,,,0,0,33,0,0,,,0,0,7,0,0,,,0,0,1239,0
14,6,0:00:08.193083,8,2,,,,,,,0,2,4,2,0,2,4,2,0,2,4,2,2,,,0,2,27,0,0,,,0,0,6,0,2,,,0,2,766,2
14,6,0:00:07.962701,9,1,,,,,,,0,1,5,3,0,1,5,3,0,1,5,3,1,,,0,1,18,15,2,,,0,2,6,0,0,,,0,0,806,0
14,6,0:00:08.698697,10,0,,,,,,,0,0,7,1,0,1,6,1,0,0,7,1,0,,,0,0,29,1,1,,,1,0,3,0,0,,,0,0,759,0
14,6,0:00:08.679782,11,0,,,,,,,0,0,5,0,0,1,4,0,0,0,5,0,0,,,0,0,27,0,0,,,0,0,6,0,0,,,0,0,976,0
14,6,0:00:09.583364,12,1,,,,,,,1,0,3,2,2,0,3,1,1,0,3,2,1,,,1,0,11,15,0,,,0,0,2,0,6,,,0,6,754,0
14,6,0:00:10.773148,13,0,,,,,,,0,0,7,0,0,3,4,0,0,0,7,0,0,,,0,0,26,0,0,,,0,0,3,0,0,,,0,0,847,0
14,6,0:00:11.167142,14,1,0.25,0.125,0.2,0.25,0.25,0.125,0,1,3,2,0,2,2,2,0,1,3,2,1,0.125,0.023809523809523808,0,1,9,10,0,0.16666666666666666,0.03571428571428571,0,0,1,0,0,0.0,0.0,0,0,409,0
14,7,0:00:08.859345,0,0,,,,,,,0,0,7,1,0,3,4,1,0,0,7,1,0,,,0,0,20,0,0,,,0,0,6,14,0,,,0,0,399,1
14,7,0:00:08.004538,1,1,,,,,,,0,1,1,1,0,1,1,1,0,1,1,1,1,,,0,1,11,1,1,,,0,1,0,4,0,,,0,0,105,0
14,7,0:00:08.957869,2,0,,,,,,,0,0,3,0,0,0,3,0,0,0,3,0,0,,,0,0,19,0,0,,,0,0,7,2,0,,,0,0,279,0
14,7,0:00:08.470589,3,1,,,,,,,0,1,9,1,0,4,6,1,0,1,9,1,1,,,0,1,30,0,1,,,0,1,14,3,0,,,0,0,991,1
14,7,0:00:08.416748,4,0,,,,,,,0,0,3,0,0,1,2,0,0,0,3,0,0,,,0,0,29,0,0,,,0,0,14,2,0,,,0,0,800,0
14,7,0:00:08.652551,5,0,,,,,,,0,0,7,0,0,3,4,0,0,0,7,0,0,,,0,0,28,0,0,,,0,0,10,1,0,,,0,0,738,3
14,7,0:00:08.399975,6,0,,,,,,,0,0,7,2,0,1,6,2,0,0,7,2,0,,,0,0,32,1,0,,,0,0,13,0,0,,,0,0,1197,0
14,7,0:00:08.432240,7,0,,,,,,,0,0,4,2,0,1,3,2,0,0,4,2,0,,,0,0,29,1,0,,,0,0,6,0,0,,,0,0,598,2
14,7,0:00:08.583482,8,0,,,,,,,0,0,5,1,0,2,3,1,0,0,5,1,0,,,0,0,31,0,0,,,0,0,8,1,0,,,0,0,1017,0
14,7,0:00:08.377160,9,0,,,,,,,0,0,6,1,0,0,6,1,0,0,6,1,0,,,0,0,19,15,0,,,0,0,8,0,0,,,0,0,1410,0
14,7,0:00:08.535361,10,1,,,,,,,0,1,6,0,0,2,5,0,0,1,6,0,1,,,0,1,38,0,1,,,0,1,6,0,0,,,0,0,1326,0
14,7,0:00:08.506310,11,0,,,,,,,0,0,5,1,0,2,3,1,0,0,5,1,0,,,0,0,20,1,0,,,0,0,2,0,0,,,0,0,710,0
14,7,0:00:09.510639,12,1,,,,,,,0,1,4,4,1,1,4,3,0,1,4,4,2,,,0,2,21,11,0,,,0,0,5,0,2,,,0,2,1123,0
14,7,0:00:10.173768,13,0,,,,,,,0,0,5,0,0,1,4,0,0,0,5,0,0,,,0,0,24,0,2,,,2,0,0,0,2,,,2,0,758,0
14,7,0:00:10.550791,14,1,0.0,0.0,0.038461538461538464,0.06666666666666667,0.0,0.0,0,1,11,1,0,3,9,1,0,1,11,1,1,0.0,0.0,0,1,16,12,0,0.4,0.06896551724137931,0,0,1,0,0,0.5,0.18181818181818182,0,0,621,2
14,8,0:00:08.548787,0,1,,,,,,,0,1,9,1,0,3,7,1,0,1,9,1,1,,,0,1,26,0,1,,,0,1,8,18,0,,,0,0,728,1
14,8,0:00:09.015155,1,1,,,,,,,0,1,6,0,0,2,5,0,0,1,6,0,1,,,0,1,22,0,1,,,0,1,4,7,0,,,0,0,400,8
14,8,0:00:08.653866,2,0,,,,,,,0,0,10,0,0,3,7,0,0,0,10,0,0,,,0,0,35,0,0,,,0,0,20,1,0,,,0,0,1053,0
14,8,0:00:08.592052,3,0,,,,,,,0,0,3,0,0,0,3,0,0,0,3,0,0,,,0,0,35,0,0,,,0,0,14,0,0,,,0,0,882,0
14,8,0:00:08.610113,4,0,,,,,,,0,0,3,0,0,1,2,0,0,0,3,0,0,,,0,0,27,0,0,,,0,0,10,1,0,,,0,0,691,0
14,8,0:00:09.208191,5,2,,,,,,,0,2,5,0,0,2,5,0,0,2,5,0,2,,,0,2,40,0,0,,,0,0,17,0,2,,,0,2,1935,0
14,8,0:00:09.528960,6,0,,,,,,,0,0,2,1,1,0,2,0,0,0,2,1,0,,,0,0,27,3,2,,,0,2,7,0,0,,,0,0,735,0
14,8,0:00:09.694351,7,0,,,,,,,0,0,5,2,0,2,3,2,0,0,5,2,0,,,0,0,30,2,0,,,0,0,9,0,0,,,0,0,1079,0
14,8,0:00:09.776803,8,2,,,,,,,0,2,4,0,0,2,4,0,0,2,4,0,2,,,0,2,25,0,0,,,0,0,4,0,0,,,0,0,764,0
14,8,0:00:10.237012,9,1,,,,,,,0,1,8,2,0,3,6,2,0,1,8,2,1,,,0,1,18,16,2,,,0,2,4,0,0,,,0,0,998,0
14,8,0:00:11.050465,10,1,,,,,,,0,1,4,0,0,1,4,0,0,1,4,0,1,,,0,1,21,0,1,,,0,1,2,0,0,,,0,0,548,0
14,8,0:00:11.413762,11,0,,,,,,,0,0,13,1,0,4,9,1,0,0,13,1,0,,,0,0,32,0,1,,,0,1,3,0,10,,,0,10,1139,0
14,8,0:00:12.324729,12,0,,,,,,,0,0,9,1,1,2,7,0,0,0,9,1,0,,,0,0,21,10,0,,,0,0,0,0,18,,,0,18,620,0
14,8,0:00:12.080917,13,0,,,,,,,0,0,7,1,1,0,7,0,0,0,7,1,0,,,0,0,21,1,0,,,0,0,0,0,0,,,0,0,534,0
14,8,0:00:12.823918,14,0,0.0,0.0,0.10344827586206896,0.2727272727272727,0.0,0.0,0,0,1,2,0,1,0,2,0,0,1,2,0,0.0,0.0,0,0,7,11,0,0.0,0.0,0,0,1,0,0,0.0,0.0,0,0,441,0
14,9,0:00:08.947541,0,0,,,,,,,0,0,4,1,0,2,2,1,0,0,4,1,0,,,0,0,10,1,0,,,0,0,3,8,0,,,0,0,120,1
14,9,0:00:08.501893,1,0,,,,,,,0,0,11,1,0,5,6,1,0,0,11,1,0,,,0,0,21,0,0,,,0,0,10,7,0,,,0,0,416,9
14,9,0:00:08.936269,2,0,,,,,,,0,0,7,2,1,0,7,1,0,0,7,2,0,,,0,0,19,0,0,,,0,0,9,3,0,,,0,0,324,6
14,9,0:00:08.336277,3,0,,,,,,,0,0,7,0,0,1,6,0,0,0,7,0,0,,,0,0,26,0,0,,,0,0,11,6,0,,,0,0,635,0
14,9,0:00:08.527827,4,1,,,,,,,0,1,5,1,0,1,5,1,0,1,5,1,1,,,0,1,24,1,1,,,0,1,10,0,0,,,0,0,629,0
14,9,0:00:08.359481,5,0,,,,,,,0,0,5,1,0,2,3,1,0,0,5,1,0,,,0,0,40,0,0,,,0,0,19,1,0,,,0,0,1552,0
14,9,0:00:08.428241,6,0,,,,,,,0,0,7,1,0,0,7,1,0,0,7,1,0,,,0,0,35,2,0,,,0,0,10,2,0,,,0,0,1244,0
14,9,0:00:08.749822,7,1,,,,,,,0,1,12,1,0,8,5,1,0,1,12,1,1,,,0,1,33,0,1,,,0,1,10,0,2,,,0,2,1156,0
14,9,0:00:08.828158,8,0,,,,,,,0,0,4,1,0,1,3,1,0,0,4,1,0,,,0,0,28,0,0,,,0,0,7,0,0,,,0,0,773,0
14,9,0:00:08.876112,9,1,,,,,,,0,1,5,1,0,3,3,1,0,1,5,1,1,,,0,1,21,11,0,,,0,0,10,0,0,,,0,0,1326,0
14,9,0:00:08.892951,10,0,,,,,,,0,0,8,1,0,0,8,1,0,0,8,1,0,,,0,0,36,0,1,,,0,1,3,0,0,,,0,0,1127,0
14,9,0:00:09.221113,11,0,,,,,,,0,0,6,1,0,0,6,1,0,0,6,1,0,,,0,0,34,0,0,,,0,0,3,0,0,,,0,0,1241,0
14,9,0:00:09.428839,12,0,,,,,,,0,0,6,2,1,2,4,1,0,0,6,2,0,,,0,0,13,17,0,,,0,0,1,0,0,,,0,0,945,0
14,9,0:00:09.702728,13,1,,,,,,,1,0,7,0,1,1,6,0,1,0,7,0,1,,,0,1,31,0,0,,,0,0,0,0,0,,,0,0,970,0
14,9,0:00:09.851726,14,1,0.2,0.058823529411764705,0.0967741935483871,0.17647058823529413,0.2,0.058823529411764705,0,1,1,2,0,2,0,2,0,1,1,2,1,0.0,0.0,0,1,6,13,1,0.0,0.0,0,1,0,0,0,0.0,0.0,0,0,186,0
14,10,0:00:08.424468,0,1,,,,,,,0,1,4,0,0,2,3,0,0,1,4,0,1,,,0,1,12,0,1,,,0,1,3,9,0,,,0,0,169,0
14,10,0:00:08.543688,1,0,,,,,,,0,0,5,1,0,1,4,1,0,0,5,1,0,,,0,0,18,0,0,,,0,0,4,8,0,,,0,0,287,1
14,10,0:00:08.529245,2,0,,,,,,,0,0,4,1,0,0,4,1,0,0,4,1,0,,,0,0,22,0,0,,,0,0,12,3,0,,,0,0,451,0
14,10,0:00:08.440223,3,1,,,,,,,0,1,2,1,0,2,1,1,0,1,2,1,1,,,0,1,27,1,1,,,0,1,11,4,0,,,0,0,715,1
14,10,0:00:08.725350,4,1,,,,,,,0,1,11,0,0,5,7,0,0,1,11,0,1,,,0,1,37,0,1,,,0,1,14,3,0,,,0,0,1401,0
14,10,0:00:08.607946,5,0,,,,,,,0,0,9,2,1,2,7,1,0,0,9,2,0,,,0,0,28,2,0,,,0,0,13,0,0,,,0,0,907,2
14,10,0:00:09.128194,6,1,,,,,,,0,1,8,1,0,3,6,1,0,1,8,1,1,,,0,1,41,1,1,,,0,1,16,0,0,,,0,0,1817,0
14,10,0:00:08.786113,7,1,,,,,,,0,1,3,1,0,2,2,1,0,1,3,1,1,,,0,1,21,1,1,,,0,1,6,0,0,,,0,0,552,0
